epoch,step,train_loss_step
0,9,1.090069055557251
0,19,0.43126869201660156
0,29,0.2823389172554016
0,39,0.4210342466831207
0,49,0.616051435470581
0,59,0.6951570510864258
0,69,0.3706355690956116
